id,date,prcp,tmax,tmin
IN009100200,2018-01-05,NA,NA,NA
IN009100200,2018-01-06,NA,NA,NA
IN009100200,2018-01-07,NA,NA,NA
IN009100200,2018-01-08,NA,315,151
IN009100200,2018-01-09,NA,NA,NA
IN009100200,2018-01-10,NA,325,170
IN009100200,2018-01-11,NA,NA,NA
IN009100200,2018-01-12,NA,NA,NA
IN009100200,2018-01-13,NA,NA,NA
IN009100200,2018-01-14,NA,NA,NA
IN009100200,2018-01-15,NA,NA,NA
IN009100200,2018-01-16,NA,NA,NA
IN009100200,2018-01-17,NA,NA,NA
IN009100200,2018-01-18,NA,NA,NA
IN009100200,2018-01-19,NA,NA,NA
IN009100200,2018-01-20,NA,NA,NA
IN009100200,2018-01-21,NA,NA,NA
IN009100200,2018-01-22,NA,NA,NA
IN009100200,2018-01-23,NA,NA,NA
IN009100200,2018-01-24,NA,NA,NA
IN009100200,2018-01-25,NA,NA,NA
IN009100200,2018-01-26,NA,NA,NA
IN009100200,2018-01-27,NA,NA,NA
IN009100200,2018-01-28,NA,NA,NA
IN009100200,2018-01-29,NA,NA,NA
IN009100200,2018-01-30,NA,NA,NA
IN009100200,2018-01-31,NA,NA,NA
IN009100200,2018-02-01,NA,NA,NA
IN009100200,2018-02-02,NA,NA,NA
IN009100200,2018-02-03,NA,347,163
IN009100200,2018-02-04,NA,NA,NA
IN009100200,2018-02-05,NA,NA,NA
IN009100200,2018-02-06,NA,NA,NA
IN009100200,2018-02-07,NA,NA,NA
IN009100200,2018-02-08,NA,NA,NA
IN009100200,2018-02-09,NA,NA,NA
IN009100200,2018-02-10,NA,NA,NA
IN009100200,2018-02-11,NA,NA,NA
IN009100200,2018-02-12,NA,NA,NA
IN009100200,2018-02-13,NA,NA,NA
IN009100200,2018-02-14,NA,NA,NA
IN009100200,2018-02-15,NA,NA,NA
IN009100200,2018-02-16,NA,NA,NA
IN009100200,2018-02-17,NA,NA,NA
IN009100200,2018-02-18,NA,NA,NA
IN009100200,2018-02-19,NA,NA,NA
IN009100200,2018-02-20,NA,NA,NA
IN009100200,2018-02-21,NA,NA,NA
IN009100200,2018-02-22,NA,NA,NA
IN009100200,2018-02-23,NA,NA,NA
IN009100200,2018-02-24,NA,NA,NA
IN009100200,2018-02-25,NA,NA,NA
IN009100200,2018-02-26,NA,NA,NA
IN009100200,2018-02-27,NA,NA,NA
IN009100200,2018-02-28,NA,NA,NA
IN009100200,2018-03-01,NA,NA,NA
IN009100200,2018-03-02,NA,NA,NA
IN009100200,2018-03-03,NA,NA,NA
IN009100200,2018-03-04,NA,NA,NA
IN009100200,2018-03-05,NA,NA,NA
IN009100200,2018-03-06,NA,NA,NA
IN009100200,2018-03-07,NA,NA,NA
IN009100200,2018-03-08,NA,NA,NA
IN009100200,2018-03-09,NA,NA,NA
IN009100200,2018-03-10,NA,NA,NA
IN009100200,2018-03-11,NA,NA,NA
IN009100200,2018-03-12,NA,NA,NA
IN009100200,2018-03-13,NA,NA,NA
IN009100200,2018-03-14,NA,NA,NA
IN009100200,2018-03-15,NA,NA,NA
IN009100200,2018-03-16,NA,NA,NA
IN009100200,2018-03-17,0,350,204
IN009100200,2018-03-18,NA,NA,NA
IN009100200,2018-03-19,NA,NA,NA
IN009100200,2018-03-20,NA,NA,NA
IN009100200,2018-03-21,NA,NA,NA
IN009100200,2018-03-22,NA,NA,NA
IN009100200,2018-03-23,NA,NA,NA
IN009100200,2018-03-24,NA,NA,NA
IN009100200,2018-03-25,NA,NA,NA
IN009100200,2018-03-26,NA,NA,NA
IN009100200,2018-03-27,NA,NA,NA
IN009100200,2018-03-28,NA,NA,NA
IN009100200,2018-03-29,NA,NA,NA
IN009100200,2018-03-30,NA,NA,NA
IN009100200,2018-03-31,NA,NA,NA
IN009100200,2018-04-01,NA,NA,NA
IN009100200,2018-04-02,NA,NA,NA
IN009100200,2018-04-03,NA,NA,NA
IN009100200,2018-04-04,NA,NA,NA
IN009100200,2018-04-05,NA,NA,NA
IN009100200,2018-04-06,NA,NA,NA
IN009100200,2018-04-07,NA,NA,NA
IN009100200,2018-04-08,NA,NA,NA
IN009100200,2018-04-09,NA,NA,NA
IN009100200,2018-04-10,NA,NA,NA
IN009100200,2018-04-11,NA,NA,NA
IN009100200,2018-04-12,NA,NA,NA
IN009100200,2018-04-13,NA,NA,NA
IN009100200,2018-04-14,NA,NA,NA
IN009100200,2018-04-15,NA,NA,NA
IN009100200,2018-04-16,NA,NA,NA
IN009100200,2018-04-17,NA,NA,NA
IN009100200,2018-04-18,NA,NA,NA
IN009100200,2018-04-19,NA,NA,NA
IN009100200,2018-04-20,NA,NA,NA
IN009100200,2018-04-21,NA,NA,NA
IN009100200,2018-04-22,NA,NA,NA
IN009100200,2018-04-23,NA,NA,NA
IN009100200,2018-04-24,NA,NA,NA
IN009100200,2018-04-25,NA,NA,NA
IN009100200,2018-04-26,NA,NA,NA
IN009100200,2018-04-27,NA,NA,NA
IN009100200,2018-04-28,NA,NA,NA
IN009100200,2018-04-29,NA,NA,NA
IN009100200,2018-04-30,NA,432,276
IN009100200,2018-05-01,NA,433,266
IN009100200,2018-05-02,NA,NA,NA
IN009100200,2018-05-03,NA,434,280
IN009100200,2018-05-04,NA,NA,NA
IN009100200,2018-05-05,NA,NA,NA
IN009100200,2018-05-06,NA,NA,NA
IN009100200,2018-05-07,NA,NA,NA
IN009100200,2018-05-08,NA,NA,NA
IN009100200,2018-05-09,NA,NA,NA
IN009100200,2018-05-10,NA,NA,NA
IN009100200,2018-05-11,NA,NA,NA
IN009100200,2018-05-12,NA,NA,NA
IN009100200,2018-05-13,NA,NA,NA
IN009100200,2018-05-14,NA,NA,NA
IN009100200,2018-05-15,NA,NA,NA
IN009100200,2018-05-16,NA,NA,NA
IN009100200,2018-05-17,NA,NA,NA
IN009100200,2018-05-18,NA,NA,NA
IN009100200,2018-05-19,NA,NA,NA
IN009100200,2018-05-20,NA,NA,NA
IN009100200,2018-05-21,NA,NA,NA
IN009100200,2018-05-22,NA,NA,NA
IN009100200,2018-05-23,NA,NA,NA
IN009100200,2018-05-24,NA,416,256
IN009100200,2018-05-25,NA,NA,NA
IN009100200,2018-05-26,NA,NA,NA
IN009100200,2018-05-27,165,420,215
IN009100200,2018-05-28,NA,NA,NA
IN009100200,2018-05-29,NA,NA,NA
IN009100200,2018-05-30,NA,NA,NA
IN009100200,2018-05-31,NA,NA,NA
IN009100200,2018-06-01,NA,NA,NA
IN009100200,2018-06-02,NA,NA,NA
IN009100200,2018-06-03,NA,NA,NA
IN009100200,2018-06-04,NA,NA,NA
IN009100200,2018-06-05,NA,NA,NA
IN009100200,2018-06-06,NA,NA,NA
IN009100200,2018-06-07,NA,NA,NA
IN009100200,2018-06-08,NA,NA,NA
IN009100200,2018-06-09,NA,NA,NA
IN009100200,2018-06-10,NA,NA,NA
IN009100200,2018-06-11,NA,NA,NA
IN009100200,2018-06-12,NA,NA,NA
IN009100200,2018-06-13,NA,NA,NA
IN009100200,2018-06-14,NA,NA,NA
IN009100200,2018-06-15,NA,NA,NA
IN009100200,2018-06-16,NA,NA,NA
IN009100200,2018-06-17,NA,NA,NA
IN009100200,2018-06-18,NA,NA,NA
IN009100200,2018-06-19,NA,NA,NA
IN009100200,2018-06-20,NA,NA,NA
IN009100200,2018-06-21,NA,NA,NA
IN009100200,2018-06-22,NA,NA,NA
IN009100200,2018-06-23,NA,NA,NA
IN009100200,2018-06-24,NA,NA,NA
IN009100200,2018-06-25,NA,NA,NA
IN009100200,2018-06-26,NA,NA,NA
IN009100200,2018-06-27,NA,NA,230
IN009100200,2018-06-28,NA,NA,NA
IN009100200,2018-06-29,NA,NA,NA
IN009100200,2018-06-30,NA,NA,NA
IN009100200,2018-07-01,NA,NA,NA
IN009100200,2018-07-02,NA,NA,NA
IN009100200,2018-07-03,NA,NA,NA
IN009100200,2018-07-04,58,343,222
IN009100200,2018-07-05,20,343,222
IN009100200,2018-07-06,122,343,226
IN009100200,2018-07-07,15,338,234
IN009100200,2018-07-08,NA,NA,NA
IN009100200,2018-07-09,NA,NA,NA
IN009100200,2018-07-10,NA,NA,NA
IN009100200,2018-07-11,NA,NA,NA
IN009100200,2018-07-12,NA,NA,NA
IN009100200,2018-07-13,66,288,213
IN009100200,2018-07-14,NA,NA,NA
IN009100200,2018-07-15,NA,NA,NA
IN009100200,2018-07-16,NA,NA,NA
IN009100200,2018-07-17,NA,NA,NA
IN009100200,2018-07-18,NA,NA,NA
IN009100200,2018-07-19,NA,NA,NA
IN009100200,2018-07-20,NA,NA,NA
IN009100200,2018-07-21,NA,NA,NA
IN009100200,2018-07-22,NA,NA,NA
IN009100200,2018-07-23,NA,NA,NA
IN009100200,2018-07-24,NA,NA,NA
IN009100200,2018-07-25,NA,NA,NA
IN009100200,2018-07-26,NA,NA,NA
IN009100200,2018-07-27,NA,NA,NA
IN009100200,2018-07-28,NA,NA,NA
IN009100200,2018-07-29,NA,NA,NA
IN009100200,2018-07-30,NA,NA,NA
IN009100200,2018-07-31,NA,NA,NA
IN009100200,2018-08-01,NA,NA,NA
IN009100200,2018-08-02,NA,350,238
IN009100200,2018-08-03,NA,NA,NA
IN009100200,2018-08-04,NA,NA,NA
IN009100200,2018-08-05,NA,NA,NA
IN009100200,2018-08-06,NA,NA,NA
IN009100200,2018-08-07,NA,NA,NA
IN009100200,2018-08-08,NA,328,243
IN009100200,2018-08-09,NA,NA,NA
IN009100200,2018-08-10,NA,NA,NA
IN009100200,2018-08-11,NA,337,239
IN009100200,2018-08-12,NA,NA,NA
IN009100200,2018-08-13,NA,NA,NA
IN009100200,2018-08-14,NA,NA,NA
IN009100200,2018-08-15,NA,312,235
IN009100200,2018-08-16,NA,NA,NA
IN009100200,2018-08-17,NA,NA,NA
IN009100200,2018-08-18,NA,NA,NA
IN009100200,2018-08-19,NA,NA,NA
IN009100200,2018-08-20,NA,NA,NA
IN009100200,2018-08-21,NA,NA,NA
IN009100200,2018-08-22,5,314,210
IN009100200,2018-08-23,NA,NA,NA
IN009100200,2018-08-24,NA,NA,NA
IN009100200,2018-08-25,NA,NA,NA
IN009100200,2018-08-26,NA,NA,NA
IN009100200,2018-08-27,NA,NA,NA
IN009100200,2018-08-28,NA,NA,NA
IN009100200,2018-08-29,NA,NA,NA
IN009100200,2018-08-30,NA,NA,NA
IN009100200,2018-08-31,NA,NA,NA
IN009100200,2018-09-01,NA,NA,NA
IN009100200,2018-09-02,3,324,219
IN009100200,2018-09-03,NA,NA,NA
IN009100200,2018-09-04,NA,NA,NA
IN009100200,2018-09-05,NA,NA,NA
IN009100200,2018-09-06,NA,325,210
IN009100200,2018-09-07,NA,NA,NA
IN009100200,2018-09-08,NA,NA,NA
IN009100200,2018-09-09,NA,NA,NA
IN009100200,2018-09-10,NA,NA,NA
IN009100200,2018-09-11,NA,NA,NA
IN009100200,2018-09-12,NA,NA,NA
IN009100200,2018-09-13,NA,NA,NA
IN009100200,2018-09-14,NA,NA,NA
IN009100200,2018-09-15,NA,355,233
IN009100200,2018-09-16,NA,355,242
IN009100200,2018-09-17,NA,NA,NA
IN009100200,2018-09-18,NA,NA,NA
IN009100200,2018-09-19,89,330,220
IN009100200,2018-09-20,NA,NA,NA
IN009100200,2018-09-21,NA,308,232
IN009100200,2018-09-22,NA,328,222
IN009100200,2018-09-23,NA,NA,NA
IN009100200,2018-09-24,NA,NA,NA
IN009100200,2018-09-25,NA,NA,NA
IN009100200,2018-09-26,NA,NA,NA
IN009100200,2018-09-27,NA,NA,NA
IN009100200,2018-09-28,NA,NA,NA
IN009100200,2018-09-29,NA,NA,NA
IN009100200,2018-09-30,NA,NA,NA
IN009100200,2018-10-01,NA,NA,NA
IN009100200,2018-10-02,NA,354,238
IN009100200,2018-10-03,NA,NA,NA
IN009100200,2018-10-04,0,354,242
IN009100200,2018-10-05,NA,NA,NA
IN009100200,2018-10-06,NA,NA,NA
IN009100200,2018-10-07,NA,350,230
IN009100200,2018-10-08,NA,NA,NA
IN009100200,2018-10-09,NA,NA,NA
IN009100200,2018-10-10,NA,NA,NA
IN009100200,2018-10-11,NA,360,222
IN009100200,2018-10-12,NA,356,209
IN009100200,2018-10-13,NA,360,217
IN009100200,2018-10-14,NA,362,227
IN009100200,2018-10-15,NA,NA,NA
IN009100200,2018-10-16,NA,NA,NA
IN009100200,2018-10-17,NA,NA,NA
IN009100200,2018-10-18,NA,NA,NA
IN009100200,2018-10-19,NA,330,220
IN009100200,2018-10-20,NA,330,209
IN009100200,2018-10-21,NA,NA,NA
IN009100200,2018-10-22,NA,NA,NA
IN009100200,2018-10-23,NA,NA,NA
IN009100200,2018-10-24,NA,NA,NA
IN009100200,2018-10-25,NA,NA,NA
IN009100200,2018-10-26,NA,NA,NA
IN009100200,2018-10-27,NA,NA,NA
IN009100200,2018-10-28,NA,NA,NA
IN009100200,2018-10-29,NA,NA,NA
IN009100200,2018-10-30,NA,NA,NA
IN009100200,2018-10-31,NA,NA,NA
IN009100200,2018-11-01,NA,NA,NA
IN009100200,2018-11-02,NA,NA,NA
IN009100200,2018-11-03,NA,NA,NA
IN009100200,2018-11-04,NA,NA,NA
IN009100200,2018-11-05,NA,353,222
IN009100200,2018-11-06,NA,NA,NA
IN009100200,2018-11-07,NA,NA,NA
IN009100200,2018-11-08,NA,NA,NA
IN009100200,2018-11-09,NA,NA,NA
IN009100200,2018-11-10,NA,346,215
IN009100200,2018-11-11,NA,NA,NA
IN009100200,2018-11-12,NA,NA,NA
IN009100200,2018-11-13,NA,NA,NA
IN009100200,2018-11-14,NA,NA,NA
IN009100200,2018-11-15,NA,NA,NA
IN009100200,2018-11-16,NA,NA,NA
IN009100200,2018-11-17,NA,NA,NA
IN009100200,2018-11-18,NA,NA,NA
IN009100200,2018-11-19,NA,NA,NA
IN009100200,2018-11-20,NA,NA,NA
IN009100200,2018-11-21,NA,NA,NA
IN009100200,2018-11-22,NA,NA,NA
IN009100200,2018-11-23,NA,NA,NA
IN009100200,2018-11-24,NA,NA,NA
IN009100200,2018-11-25,NA,NA,NA
IN009100200,2018-11-26,NA,NA,NA
IN009100200,2018-11-27,NA,NA,NA
IN009100200,2018-11-28,NA,NA,NA
IN009100200,2018-11-29,NA,NA,NA
IN009100200,2018-11-30,NA,NA,NA
IN009100200,2018-12-01,NA,NA,NA
IN009100200,2018-12-02,NA,NA,NA
IN009100200,2018-12-03,NA,NA,NA
IN009100200,2018-12-04,NA,NA,NA
IN009100200,2018-12-05,NA,NA,NA
IN009100200,2018-12-06,NA,NA,NA
IN009100200,2018-12-07,NA,NA,NA
IN009100200,2018-12-08,NA,NA,NA
IN009100200,2018-12-09,NA,NA,NA
IN009100200,2018-12-10,NA,NA,NA
IN009100200,2018-12-11,NA,NA,NA
IN009100200,2018-12-12,NA,332,203
IN009100200,2018-12-13,NA,NA,NA
IN009100200,2018-12-14,NA,NA,NA
IN009100200,2018-12-15,NA,NA,NA
IN009100200,2018-12-16,NA,NA,NA
IN009100200,2018-12-17,NA,NA,NA
IN009100200,2018-12-18,NA,NA,NA
IN009100200,2018-12-19,NA,NA,NA
IN009100200,2018-12-20,NA,NA,NA
IN009100200,2018-12-21,NA,NA,NA
IN009100200,2018-12-22,NA,NA,NA
IN009100200,2018-12-23,NA,NA,NA
IN009100200,2018-12-24,NA,NA,NA
IN009100200,2018-12-25,NA,NA,NA
IN009100200,2018-12-26,NA,NA,NA
IN009100200,2018-12-27,NA,NA,NA
IN009100200,2018-12-28,NA,NA,NA
IN009100200,2018-12-29,NA,NA,NA
IN009100200,2018-12-30,NA,NA,NA
IN009100200,2018-12-31,NA,295,125
IN009100200,2019-01-01,NA,NA,NA
IN009100200,2019-01-02,NA,NA,NA
IN009100200,2019-01-03,NA,326,140
IN009100200,2019-01-04,NA,NA,NA
IN009100200,2019-01-05,NA,NA,NA
IN009100200,2019-01-06,NA,325,160
IN009100200,2019-01-07,NA,NA,NA
IN009100200,2019-01-08,NA,NA,NA
IN009100200,2019-01-09,NA,NA,NA
IN009100200,2019-01-10,NA,NA,NA
IN009100200,2019-01-11,NA,NA,NA
IN009100200,2019-01-12,NA,NA,NA
IN009100200,2019-01-13,NA,NA,NA
IN009100200,2019-01-14,NA,NA,NA
IN009100200,2019-01-15,NA,329,173
IN009100200,2019-01-16,NA,NA,NA
IN009100200,2019-01-17,NA,NA,NA
IN009100200,2019-01-18,NA,NA,NA
IN009100200,2019-01-19,NA,NA,NA
IN009100200,2019-01-20,NA,NA,NA
IN009100200,2019-01-21,NA,NA,NA
IN009100200,2019-01-22,NA,NA,NA
IN009100200,2019-01-23,NA,NA,NA
IN009100200,2019-01-24,NA,NA,NA
IN009100200,2019-01-25,NA,NA,NA
IN009100200,2019-01-26,NA,NA,NA
IN009100200,2019-01-27,NA,NA,NA
IN009100200,2019-01-28,NA,288,NA
IN009100200,2019-01-29,NA,NA,NA
IN009100200,2019-01-30,NA,NA,NA
IN009100200,2019-01-31,NA,NA,NA
IN009100200,2019-02-01,NA,NA,NA
IN009100200,2019-02-02,NA,NA,NA
IN009100200,2019-02-03,NA,NA,NA
IN009100200,2019-02-04,NA,NA,NA
IN009100200,2019-02-05,NA,345,193
IN009100200,2019-02-06,NA,NA,NA
IN009100200,2019-02-07,NA,NA,NA
IN009100200,2019-02-08,NA,NA,NA
IN009100200,2019-02-09,NA,334,164
IN009100200,2019-02-10,NA,NA,NA
IN009100200,2019-02-11,NA,346,202
IN009100200,2019-02-12,NA,NA,NA
IN009100200,2019-02-13,NA,NA,NA
IN009100200,2019-02-14,NA,NA,NA
IN009100200,2019-02-15,NA,NA,NA
IN009100200,2019-02-16,NA,NA,NA
IN009100200,2019-02-17,NA,NA,NA
IN009100200,2019-02-18,NA,NA,NA
IN009100200,2019-02-19,NA,NA,NA
IN009100200,2019-02-20,NA,378,234
IN009100200,2019-02-21,NA,NA,NA
IN009100200,2019-02-22,NA,NA,NA
IN009100200,2019-02-23,NA,NA,NA
IN009100200,2019-02-24,NA,NA,NA
IN009100200,2019-02-25,NA,NA,NA
IN009100200,2019-02-26,NA,NA,NA
IN009100200,2019-02-27,NA,NA,NA
IN009100200,2019-02-28,NA,NA,NA
IN009100200,2019-03-01,NA,NA,NA
IN009100200,2019-03-02,NA,NA,NA
IN009100200,2019-03-03,NA,383,239
IN009100200,2019-03-04,NA,NA,NA
IN009100200,2019-03-05,NA,NA,NA
IN009100200,2019-03-06,NA,NA,NA
IN009100200,2019-03-07,NA,NA,NA
IN009100200,2019-03-08,NA,NA,NA
IN009100200,2019-03-09,NA,NA,NA
IN009100200,2019-03-10,NA,398,243
IN009100200,2019-03-11,NA,NA,NA
IN009100200,2019-03-12,NA,NA,NA
IN009100200,2019-03-13,NA,NA,NA
IN009100200,2019-03-14,NA,NA,NA
IN009100200,2019-03-15,NA,NA,NA
IN009100200,2019-03-16,NA,NA,NA
IN009100200,2019-03-17,NA,NA,NA
IN009100200,2019-03-18,NA,NA,NA
IN009100200,2019-03-19,NA,NA,NA
IN009100200,2019-03-20,NA,NA,NA
IN009100200,2019-03-21,NA,NA,NA
IN009100200,2019-03-22,NA,406,252
IN009100200,2019-03-23,NA,NA,NA
IN009100200,2019-03-24,NA,415,275
IN009100200,2019-03-25,NA,NA,NA
IN009100200,2019-03-26,NA,NA,NA
IN009100200,2019-03-27,NA,NA,NA
IN009100200,2019-03-28,NA,NA,NA
IN009100200,2019-03-29,NA,NA,NA
IN009100200,2019-03-30,NA,NA,NA
IN009100200,2019-03-31,NA,NA,NA
IN009100200,2019-05-01,NA,NA,NA
IN009100200,2019-05-02,NA,NA,NA
IN009100200,2019-05-03,NA,NA,NA
IN009100200,2019-05-04,NA,NA,NA
IN009100200,2019-05-05,NA,NA,NA
IN009100200,2019-05-06,NA,NA,NA
IN009100200,2019-05-07,NA,NA,NA
IN009100200,2019-05-08,NA,NA,NA
IN009100200,2019-05-09,NA,430,284
IN009100200,2019-05-10,NA,NA,NA
IN009100200,2019-05-11,NA,NA,NA
IN009100200,2019-05-12,NA,NA,NA
IN009100200,2019-05-13,NA,NA,NA
IN009100200,2019-05-14,NA,NA,NA
IN009100200,2019-05-15,NA,NA,NA
IN009100200,2019-05-16,NA,NA,NA
IN009100200,2019-05-17,NA,NA,NA
IN009100200,2019-05-18,NA,NA,NA
IN009100200,2019-05-19,NA,NA,NA
IN009100200,2019-05-20,NA,NA,NA
IN009100200,2019-05-21,NA,NA,NA
IN009100200,2019-05-22,NA,NA,NA
IN009100200,2019-05-23,NA,NA,NA
IN009100200,2019-05-24,NA,NA,NA
IN009100200,2019-05-25,NA,440,287
IN009100200,2019-05-26,NA,NA,NA
IN009100200,2019-05-27,NA,NA,NA
IN009100200,2019-05-28,NA,NA,NA
IN009100200,2019-05-29,NA,NA,NA
IN009100200,2019-05-30,NA,NA,NA
IN009100200,2019-05-31,NA,NA,NA
IN009100200,2019-06-01,NA,NA,NA
IN009100200,2019-06-02,NA,NA,NA
IN009100200,2019-06-03,NA,NA,NA
IN009100200,2019-06-04,NA,NA,NA
IN009100200,2019-06-05,NA,NA,NA
IN009100200,2019-06-06,NA,NA,NA
IN009100200,2019-06-07,NA,NA,NA
IN009100200,2019-06-08,NA,NA,NA
IN009100200,2019-06-09,NA,NA,NA
IN009100200,2019-06-10,NA,NA,NA
IN009100200,2019-06-11,NA,NA,NA
IN009100200,2019-06-12,NA,NA,NA
IN009100200,2019-06-13,NA,NA,NA
IN009100200,2019-06-14,NA,NA,NA
IN009100200,2019-06-15,NA,NA,NA
IN009100200,2019-06-16,NA,382,257
IN009100200,2019-06-17,NA,NA,NA
IN009100200,2019-06-18,NA,384,NA
IN009100200,2019-06-19,NA,383,NA
IN009100200,2019-06-20,NA,NA,NA
IN009100200,2019-06-21,NA,380,NA
IN009100200,2019-06-22,439,380,225
IN009100200,2019-06-23,0,331,NA
IN009100200,2019-06-24,NA,337,NA
IN009100200,2019-06-25,NA,NA,NA
IN009100200,2019-06-26,NA,NA,NA
IN009100200,2019-06-27,NA,NA,NA
IN009100200,2019-06-28,NA,NA,NA
IN009100200,2019-06-29,NA,NA,NA
IN009100200,2019-06-30,NA,NA,NA
IN009100200,2019-07-01,NA,NA,NA
IN009100200,2019-07-02,NA,NA,NA
IN009100200,2019-07-03,NA,335,NA
IN009100200,2019-07-04,NA,338,NA
IN009100200,2019-07-05,NA,326,NA
IN009100200,2019-07-06,NA,322,NA
IN009100200,2019-07-07,NA,344,243
IN009100200,2019-07-08,NA,355,NA
IN009100200,2019-07-09,NA,358,NA
IN009100200,2019-07-10,NA,358,245
IN009100200,2019-07-11,NA,331,NA
IN009100200,2019-07-12,NA,338,NA
IN009100200,2019-07-13,NA,356,NA
IN009100200,2019-07-14,NA,365,NA
IN009100200,2019-07-15,10,365,240
IN009100200,2019-07-16,0,376,NA
IN009100200,2019-07-17,NA,375,NA
IN009100200,2019-07-18,NA,364,NA
IN009100200,2019-07-19,NA,336,NA
IN009100200,2019-07-20,NA,342,NA
IN009100200,2019-07-21,NA,326,NA
IN009100200,2019-07-22,NA,338,NA
IN009100200,2019-07-23,NA,350,NA
IN009100200,2019-07-24,NA,349,NA
IN009100200,2019-07-25,NA,350,NA
IN009100200,2019-07-26,NA,350,NA
IN009100200,2019-07-27,NA,300,NA
IN009100200,2019-07-28,NA,298,NA
IN009100200,2019-07-29,NA,261,NA
IN009100200,2019-07-30,74,261,222
IN009100200,2019-07-31,10,323,226
IN009100200,2019-08-01,0,323,NA
IN009100200,2019-08-02,NA,271,NA
IN009100200,2019-08-03,NA,257,NA
IN009100200,2019-08-04,NA,291,NA
IN009100200,2019-08-05,NA,295,NA
IN009100200,2019-08-06,NA,282,NA
IN009100200,2019-08-07,NA,294,240
IN009100200,2019-08-08,89,296,238
IN009100200,2019-08-09,0,313,NA
IN009100200,2019-08-10,NA,315,NA
IN009100200,2019-08-11,NA,324,NA
IN009100200,2019-08-12,NA,328,NA
IN009100200,2019-08-13,NA,320,NA
IN009100200,2019-08-14,NA,335,NA
IN009100200,2019-08-15,NA,325,NA
IN009100200,2019-08-16,NA,342,NA
IN009100200,2019-08-17,NA,337,NA
IN009100200,2019-08-18,NA,344,NA
IN009100200,2019-08-19,NA,346,NA
IN009100200,2019-08-20,NA,342,NA
IN009100200,2019-08-21,NA,330,NA
IN009100200,2019-08-22,NA,338,NA
IN009100200,2019-08-23,NA,326,NA
IN009100200,2019-08-24,NA,333,NA
IN009100200,2019-08-25,23,333,224
IN009100200,2019-08-26,0,334,NA
IN009100200,2019-08-27,NA,342,NA
IN009100200,2019-08-28,NA,343,NA
IN009100200,2019-08-29,NA,352,NA
IN009100200,2019-08-30,NA,346,NA
IN009100200,2019-08-31,28,346,NA
IN009100200,2019-09-01,0,289,NA
IN009100200,2019-09-02,NA,306,NA
IN009100200,2019-09-03,NA,294,NA
IN009100200,2019-09-04,10,310,228
IN009100200,2019-09-05,0,315,230
IN009100200,2019-09-06,NA,297,NA
IN009100200,2019-09-07,NA,300,NA
IN009100200,2019-09-08,NA,302,228
IN009100200,2019-09-09,NA,322,230
IN009100200,2019-09-10,NA,330,226
IN009100200,2019-09-11,NA,314,NA
IN009100200,2019-09-12,NA,314,238
IN009100200,2019-09-13,NA,328,NA
IN009100200,2019-09-14,NA,330,NA
IN009100200,2019-09-15,NA,337,NA
IN009100200,2019-09-16,NA,328,NA
IN009100200,2019-09-17,NA,NA,NA
IN009100200,2019-09-18,NA,NA,NA
IN009100200,2019-09-19,282,NA,232
IN009100200,2019-09-20,48,300,229
IN009100200,2019-09-21,0,NA,224
IN009100200,2019-09-22,NA,NA,NA
IN009100200,2019-09-23,NA,NA,NA
IN009100200,2019-09-24,NA,NA,NA
IN009100200,2019-09-25,NA,NA,NA
IN009100200,2019-09-26,NA,NA,NA
IN009100200,2019-09-27,NA,NA,NA
IN009100200,2019-09-28,NA,NA,NA
IN009100200,2019-09-29,NA,NA,NA
IN009100200,2019-09-30,NA,328,242
IN009100200,2019-10-01,NA,321,237
IN009100200,2019-10-02,NA,350,NA
IN009100200,2019-10-03,NA,NA,NA
IN009100200,2019-10-04,NA,NA,NA
IN009100200,2019-10-05,NA,337,NA
IN009100200,2019-10-06,NA,NA,NA
IN009100200,2019-10-07,NA,NA,NA
IN009100200,2019-10-08,NA,NA,NA
IN009100200,2019-10-09,NA,328,NA
IN009100200,2019-10-10,3,329,232
IN009100200,2019-10-11,NA,NA,NA
IN009100200,2019-10-12,NA,NA,NA
IN009100200,2019-10-13,NA,331,NA
IN009100200,2019-10-14,NA,NA,NA
IN009100200,2019-10-15,NA,NA,NA
IN009100200,2019-10-16,NA,NA,NA
IN009100200,2019-10-17,NA,321,231
IN009100200,2019-10-18,NA,NA,NA
IN009100200,2019-10-19,NA,NA,NA
IN009100200,2019-10-20,NA,NA,NA
IN009100200,2019-10-21,NA,NA,NA
IN009100200,2019-10-22,NA,NA,NA
IN009100200,2019-10-23,NA,NA,NA
IN009100200,2019-10-24,NA,NA,NA
IN009100200,2019-10-25,142,292,221
IN009100200,2019-10-26,0,NA,NA
IN009100200,2019-10-27,NA,NA,NA
IN009100200,2019-10-28,NA,NA,NA
IN009100200,2019-10-29,NA,327,NA
IN009100200,2019-10-30,NA,NA,NA
IN009100200,2019-10-31,NA,NA,NA
IN009100200,2019-11-01,NA,NA,NA
IN009100200,2019-11-02,NA,NA,NA
IN009100200,2019-11-03,NA,NA,NA
IN009100200,2019-11-04,NA,NA,NA
IN009100200,2019-11-05,NA,NA,NA
IN009100200,2019-11-06,NA,337,228
IN009100200,2019-11-07,NA,NA,NA
IN009100200,2019-11-08,NA,NA,NA
IN009100200,2019-11-09,NA,NA,NA
IN009100200,2019-11-10,NA,NA,NA
IN009100200,2019-11-11,NA,NA,NA
IN009100200,2019-11-12,NA,NA,NA
